,Seed,Samples,Score,PRECISION,RECALL,V PRECISION,V RECALL,DAG PRECISION,DAG RECALL
0,0,1000,L2-DN,0.8181818181818182,0.6923076923076923,1.0,0.3333333333333333,0.5454545454545454,0.46153846153846156
1,0,1000,L2,0.875,0.5384615384615384,0.0,0.0,0.625,0.38461538461538464
2,0,1000,BIC,1.0,0.46153846153846156,0.0,0.0,0.5,0.23076923076923078
3,0,2000,L2-DN,0.7333333333333333,0.8461538461538461,0.5,0.3333333333333333,0.5333333333333333,0.6153846153846154
4,0,2000,L2,0.9166666666666666,0.8461538461538461,0.5,0.3333333333333333,0.6666666666666666,0.6153846153846154
5,0,2000,BIC,0.8181818181818182,0.6923076923076923,0.5,0.3333333333333333,0.45454545454545453,0.38461538461538464
6,0,3000,L2-DN,0.7647058823529411,1.0,0.5,1.0,0.7058823529411765,0.9230769230769231
7,0,3000,L2,0.9285714285714286,1.0,1.0,1.0,0.8571428571428571,0.9230769230769231
8,0,3000,BIC,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.6153846153846154
9,0,4000,L2-DN,0.7647058823529411,1.0,0.5,0.3333333333333333,0.47058823529411764,0.6153846153846154
10,0,4000,L2,0.8666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.6153846153846154
11,0,4000,BIC,0.8666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.5384615384615384
12,0,5000,L2-DN,0.7058823529411765,0.9230769230769231,0.4,0.6666666666666666,0.47058823529411764,0.6153846153846154
13,0,5000,L2,0.8,0.9230769230769231,0.4,0.6666666666666666,0.5333333333333333,0.6153846153846154
14,0,5000,BIC,0.6875,0.8461538461538461,0.0,0.0,0.25,0.3076923076923077
15,1,1000,L2-DN,0.8181818181818182,0.6428571428571429,0.0,0.0,0.45454545454545453,0.35714285714285715
16,1,1000,L2,0.8888888888888888,0.5714285714285714,0.0,0.0,0.4444444444444444,0.2857142857142857
17,1,1000,BIC,1.0,0.5714285714285714,0.0,0.0,0.625,0.35714285714285715
18,1,2000,L2-DN,0.8666666666666667,0.9285714285714286,1.0,0.4,0.6,0.6428571428571429
19,1,2000,L2,0.9090909090909091,0.7142857142857143,1.0,0.2,0.5454545454545454,0.42857142857142855
20,1,2000,BIC,1.0,0.7857142857142857,1.0,0.4,0.6363636363636364,0.5
21,1,3000,L2-DN,0.7647058823529411,0.9285714285714286,0.5,0.2,0.47058823529411764,0.5714285714285714
22,1,3000,L2,1.0,0.9285714285714286,1.0,0.4,0.6153846153846154,0.5714285714285714
23,1,3000,BIC,0.9230769230769231,0.8571428571428571,0.6666666666666666,0.4,0.6923076923076923,0.6428571428571429
24,1,4000,L2-DN,0.7647058823529411,0.9285714285714286,0.5,0.2,0.5294117647058824,0.6428571428571429
25,1,4000,L2,0.8666666666666667,0.9285714285714286,0.5,0.2,0.6,0.6428571428571429
26,1,4000,BIC,0.8125,0.9285714285714286,1.0,0.4,0.6875,0.7857142857142857
27,1,5000,L2-DN,0.7777777777777778,1.0,0.75,0.6,0.4444444444444444,0.5714285714285714
28,1,5000,L2,0.8125,0.9285714285714286,1.0,0.4,0.4375,0.5
29,1,5000,BIC,0.7647058823529411,0.9285714285714286,1.0,0.6,0.5294117647058824,0.6428571428571429
30,2,1000,L2-DN,0.8,0.6153846153846154,1.0,0.2,0.5,0.38461538461538464
